Commodity,Date,Unit,Minimum Price,Maximum Price,Average Price,Price Range,Price_Difference,Date_Day
Parseley,2021-03-17,Kg,200,220,210,20,10,17
Fennel Leaf,2021-03-17,Kg,50,60,55,10,5,17
Mint,2021-03-17,Kg,180,200,190,20,10,17
Turnip A,2021-03-17,Kg,70,80,75,10,5,17
Tamarind,2021-03-17,Kg,140,150,145,10,5,17
Bamboo Shoot,2021-03-17,Kg,70,80,75,10,5,17
Tofu,2021-03-17,Kg,70,80,75,10,5,17
Gundruk,2021-03-17,Kg,220,250,235,30,15,17
Apple(Jholey),2021-03-17,Kg,180,200,190,20,10,17
Apple(Fuji),2021-03-17,KG,250,260,255,10,5,17
Banana,2021-03-17,Doz,100,110,105,10,5,17
Lime,2021-03-17,Kg,180,200,190,20,10,17
Pomegranate,2021-03-17,Kg,300,320,310,20,10,17
Grapes(Green),2021-03-17,Kg,100,120,110,20,10,17
Grapes(Black),2021-03-17,Kg,200,220,210,20,10,17
Orange(Indian),2021-03-17,Kg,140,150,145,10,5,17
Water Melon(Green),2021-03-17,Kg,40,50,45,10,5,17
Sweet Orange,2021-03-17,Kg,190,200,195,10,5,17
Pineapple,2021-03-17,1 Pc,130,140,135,10,5,17
Cucumber(Local),2021-03-17,Kg,80,90,85,10,5,17
Cucumber(Hybrid),2021-03-17,KG,40,50,45,10,5,17
Jack Fruit,2021-03-17,Kg,80,90,85,10,5,17
Lemon,2021-03-17,Kg,50,60,55,10,5,17
Pear(Chinese),2021-03-17,Kg,250,260,255,10,5,17
Papaya(Nepali),2021-03-17,Kg,50,60,55,10,5,17
Papaya(Indian),2021-03-17,Kg,80,90,85,10,5,17
Mombin,2021-03-17,Kg,50,60,55,10,5,17
Kinnow,2021-03-17,Kg,70,80,75,10,5,17
Strawberry,2021-03-17,Kg,500,600,550,100,50,17
Kiwi,2021-03-17,Kg,300,350,325,50,25,17
Ginger,2021-03-17,Kg,70,80,75,10,5,17
Chilli Dry,2021-03-17,Kg,300,320,310,20,10,17
Chilli Green,2021-03-17,Kg,80,90,85,10,5,17
Chilli Green(Bullet),2021-03-17,KG,70,80,75,10,5,17
Chilli Green(Machhe),2021-03-17,KG,90,100,95,10,5,17
Capsicum,2021-03-17,Kg,80,90,85,10,5,17
Garlic Green,2021-03-17,Kg,70,80,75,10,5,17
Coriander Green,2021-03-17,Kg,40,50,45,10,5,17
Garlic Dry Chinese,2021-03-17,Kg,160,180,170,20,10,17
Garlic Dry Nepali,2021-03-17,Kg,130,140,135,10,5,17
Clive Green,2021-03-17,Kg,150,180,165,30,15,17
Fish Fresh(Rahu),2021-03-17,KG,270,280,275,10,5,17
Fish Fresh(Bachuwa),2021-03-17,KG,225,235,230,10,5,17
Fish Fresh(Chhadi),2021-03-17,KG,220,230,225,10,5,17
Fish Fresh(Mungari),2021-03-17,KG,240,250,245,10,5,17
Tomato Big(Nepali),2021-03-18,Kg,40,50,45,10,5,18
Tomato Big(Indian),2021-03-18,Kg,40,50,45,10,5,18
Tomato Small(Local),2021-03-18,Kg,15,20,17,5,2,18
Tomato Small(Tunnel),2021-03-18,Kg,20,25,22,5,2,18
Tomato Small(Indian),2021-03-18,KG,20,25,22,5,2,18
Tomato Small(Terai),2021-03-18,KG,20,25,22,5,2,18
Potato Red,2021-03-18,Kg,25,30,27,5,2,18
Potato Red(Indian),2021-03-18,KG,25,30,27,5,2,18
Potato White,2021-03-18,Kg,20,22,21,2,1,18
Onion Dry (Indian),2021-03-18,Kg,45,48,46,3,1,18
Carrot(Local),2021-03-18,Kg,50,60,55,10,5,18
Carrot(Terai),2021-03-18,Kg,45,50,47,5,2,18
Cabbage(Local),2021-03-18,Kg,10,15,12,5,2,18
Cabbage(Terai),2021-03-18,Kg,8,12,10,4,2,18
Cabbage,2021-03-18,Kg,10,15,12,5,2,18
Cauli Local,2021-03-18,Kg,40,45,42,5,2,18
Cauli Local(Jyapu),2021-03-18,Kg,50,60,55,10,5,18
Cauli Terai,2021-03-18,Kg,30,35,32,5,2,18
Raddish Red,2021-03-18,Kg,50,60,55,10,5,18
Raddish White(Local),2021-03-18,Kg,40,45,42,5,2,18
Raddish White(Hybrid),2021-03-18,Kg,45,50,47,5,2,18
Brinjal Long,2021-03-18,Kg,60,70,65,10,5,18
Brinjal Round,2021-03-18,Kg,50,60,55,10,5,18
Cow pea(Long),2021-03-18,Kg,110,120,115,10,5,18
Green Peas,2021-03-18,Kg,60,70,65,10,5,18
French Bean(Local),2021-03-18,Kg,50,60,55,10,5,18
French Bean(Hybrid),2021-03-18,Kg,50,60,55,10,5,18
French Bean(Rajma),2021-03-18,Kg,90,100,95,10,5,18
Sword Bean,2021-03-18,Kg,90,100,95,10,5,18
Bitter Gourd,2021-03-18,Kg,110,120,115,10,5,18
Bottle Gourd,2021-03-18,Kg,40,50,45,10,5,18
Pointed Gourd(Local),2021-03-18,Kg,100,120,110,20,10,18
Smooth Gourd,2021-03-18,Kg,110,120,115,10,5,18
Pumpkin,2021-03-18,Kg,30,40,35,10,5,18
Squash(Long),2021-03-18,Kg,35,40,37,5,2,18
Squash(Round),2021-03-18,Kg,25,30,27,5,2,18
Turnip,2021-03-18,Kg,60,70,65,10,5,18
Okara,2021-03-18,Kg,90,100,95,10,5,18
Sweet Potato,2021-03-18,Kg,70,80,75,10,5,18
Barela,2021-03-18,Kg,45,50,47,5,2,18
Arum,2021-03-18,Kg,50,60,55,10,5,18
Christophine,2021-03-18,Kg,40,50,45,10,5,18
Brd Leaf Mustard,2021-03-18,Kg,60,70,65,10,5,18
Spinach Leaf,2021-03-18,Kg,60,70,65,10,5,18
Cress Leaf,2021-03-18,Kg,70,80,75,10,5,18
Mustard Leaf,2021-03-18,Kg,30,40,35,10,5,18
Fenugreek Leaf,2021-03-18,Kg,50,60,55,10,5,18
Onion Green,2021-03-18,Kg,50,60,55,10,5,18
Bakula,2021-03-18,Kg,50,60,55,10,5,18
Yam,2021-03-18,Kg,70,80,75,10,5,18
Mushroom(Kanya),2021-03-18,Kg,150,170,160,20,10,18
Mushroom(Button),2021-03-18,KG,300,320,310,20,10,18
Asparagus,2021-03-18,Kg,550,600,575,50,25,18
Neuro,2021-03-18,Kg,90,100,95,10,5,18
Brocauli,2021-03-18,Kg,60,70,65,10,5,18
Sugarbeet,2021-03-18,Kg,70,80,75,10,5,18
Drumstick,2021-03-18,Kg,150,160,155,10,5,18
Bauhania flower,2021-03-18,Kg,140,150,145,10,5,18
Red Cabbbage,2021-03-18,Kg,110,120,115,10,5,18
Lettuce,2021-03-18,Kg,70,80,75,10,5,18
Knolkhol,2021-03-18,Kg,80,90,85,10,5,18
Celery,2021-03-18,Kg,120,130,125,10,5,18
Parseley,2021-03-18,Kg,200,220,210,20,10,18
Fennel Leaf,2021-03-18,Kg,50,60,55,10,5,18
Mint,2021-03-18,Kg,180,200,190,20,10,18
Turnip A,2021-03-18,Kg,70,80,75,10,5,18
Tamarind,2021-03-18,Kg,140,150,145,10,5,18
Bamboo Shoot,2021-03-18,Kg,70,80,75,10,5,18
Tofu,2021-03-18,Kg,70,80,75,10,5,18
Gundruk,2021-03-18,Kg,220,230,225,10,5,18
Apple(Jholey),2021-03-18,Kg,180,200,190,20,10,18
Apple(Fuji),2021-03-18,KG,250,260,255,10,5,18
Banana,2021-03-18,Doz,100,110,105,10,5,18
Lime,2021-03-18,Kg,190,200,195,10,5,18
Pomegranate,2021-03-18,Kg,300,320,310,20,10,18
Grapes(Green),2021-03-18,Kg,100,120,110,20,10,18
Grapes(Black),2021-03-18,Kg,200,220,210,20,10,18
Orange(Indian),2021-03-18,Kg,140,150,145,10,5,18
Water Melon(Green),2021-03-18,Kg,40,50,45,10,5,18
Sweet Orange,2021-03-18,Kg,190,200,195,10,5,18
Pineapple,2021-03-18,1 Pc,130,140,135,10,5,18
Cucumber(Local),2021-03-18,Kg,70,80,75,10,5,18
Cucumber(Hybrid),2021-03-18,KG,35,40,37,5,2,18
Jack Fruit,2021-03-18,Kg,80,90,85,10,5,18
Lemon,2021-03-18,Kg,50,60,55,10,5,18
Pear(Chinese),2021-03-18,Kg,250,260,255,10,5,18
Papaya(Nepali),2021-03-18,Kg,50,60,55,10,5,18
Papaya(Indian),2021-03-18,Kg,80,90,85,10,5,18
Mombin,2021-03-18,Kg,50,60,55,10,5,18
Kinnow,2021-03-18,Kg,70,80,75,10,5,18
Strawberry,2021-03-18,Kg,550,600,575,50,25,18
Kiwi,2021-03-18,Kg,330,350,340,20,10,18
Ginger,2021-03-18,Kg,70,80,75,10,5,18
Chilli Dry,2021-03-18,Kg,300,320,310,20,10,18
Chilli Green,2021-03-18,Kg,70,80,75,10,5,18
Chilli Green(Bullet),2021-03-18,KG,70,80,75,10,5,18
Chilli Green(Machhe),2021-03-18,KG,90,100,95,10,5,18
Capsicum,2021-03-18,Kg,70,80,75,10,5,18
Garlic Green,2021-03-18,Kg,70,80,75,10,5,18
Coriander Green,2021-03-18,Kg,40,50,45,10,5,18
Garlic Dry Chinese,2021-03-18,Kg,160,180,170,20,10,18
Garlic Dry Nepali,2021-03-18,Kg,130,150,140,20,10,18
Clive Green,2021-03-18,Kg,150,170,160,20,10,18
Fish Fresh(Rahu),2021-03-18,KG,270,280,275,10,5,18
Fish Fresh(Bachuwa),2021-03-18,KG,130,135,132,5,2,18
Fish Fresh(Chhadi),2021-03-18,KG,220,230,225,10,5,18
Fish Fresh(Mungari),2021-03-18,KG,240,250,245,10,5,18
Tomato Big(Indian),2021-03-19,Kg,40,50,45,10,5,19
Tomato Small(Local),2021-03-19,Kg,25,30,27,5,2,19
Tomato Small(Tunnel),2021-03-19,Kg,40,50,45,10,5,19
Tomato Small(Indian),2021-03-19,KG,30,35,32,5,2,19
Tomato Small(Terai),2021-03-19,KG,30,35,32,5,2,19
Potato Red,2021-03-19,Kg,24,28,26,4,2,19
Potato Red(Indian),2021-03-19,KG,24,28,26,4,2,19
Potato White,2021-03-19,Kg,20,21,20,1,0,19
Onion Dry (Indian),2021-03-19,Kg,40,45,42,5,2,19
Carrot(Local),2021-03-19,Kg,50,60,55,10,5,19
Carrot(Terai),2021-03-19,Kg,40,50,45,10,5,19
Cabbage(Local),2021-03-19,Kg,10,15,12,5,2,19
Cabbage(Terai),2021-03-19,Kg,10,15,12,5,2,19
Cabbage,2021-03-19,Kg,10,15,12,5,2,19
Cauli Local,2021-03-19,Kg,35,45,40,10,5,19
Cauli Local(Jyapu),2021-03-19,Kg,40,50,45,10,5,19
Cauli Terai,2021-03-19,Kg,30,40,35,10,5,19
Raddish Red,2021-03-19,Kg,50,60,55,10,5,19
Raddish White(Local),2021-03-19,Kg,40,50,45,10,5,19
Raddish White(Hybrid),2021-03-19,Kg,40,50,45,10,5,19
Brinjal Long,2021-03-19,Kg,50,60,55,10,5,19
Brinjal Round,2021-03-19,Kg,50,60,55,10,5,19
Cow pea(Long),2021-03-19,Kg,120,140,130,20,10,19
Green Peas,2021-03-19,Kg,70,80,75,10,5,19
French Bean(Local),2021-03-19,Kg,40,50,45,10,5,19
French Bean(Hybrid),2021-03-19,Kg,35,40,37,5,2,19
French Bean(Rajma),2021-03-19,Kg,70,80,75,10,5,19
Sword Bean,2021-03-19,Kg,80,90,85,10,5,19
Bitter Gourd,2021-03-19,Kg,100,110,105,10,5,19
Bottle Gourd,2021-03-19,Kg,40,50,45,10,5,19
Pointed Gourd(Terai),2021-03-19,Kg,90,100,95,10,5,19
Smooth Gourd,2021-03-19,Kg,100,120,110,20,10,19
Pumpkin,2021-03-19,Kg,30,35,32,5,2,19
Squash(Long),2021-03-19,Kg,40,50,45,10,5,19
Squash(Round),2021-03-19,Kg,25,30,27,5,2,19
Turnip,2021-03-19,Kg,70,80,75,10,5,19
Okara,2021-03-19,Kg,100,110,105,10,5,19
Sweet Potato,2021-03-19,Kg,60,70,65,10,5,19
Barela,2021-03-19,Kg,40,50,45,10,5,19
Arum,2021-03-19,Kg,50,60,55,10,5,19
Christophine,2021-03-19,Kg,40,50,45,10,5,19
Brd Leaf Mustard,2021-03-19,Kg,70,80,75,10,5,19
Spinach Leaf,2021-03-19,Kg,80,90,85,10,5,19
Cress Leaf,2021-03-19,Kg,60,70,65,10,5,19
Mustard Leaf,2021-03-19,Kg,40,50,45,10,5,19
Fenugreek Leaf,2021-03-19,Kg,70,80,75,10,5,19
Onion Green,2021-03-19,Kg,40,50,45,10,5,19
Bakula,2021-03-19,Kg,70,80,75,10,5,19
Yam,2021-03-19,Kg,70,80,75,10,5,19
Mushroom(Kanya),2021-03-19,Kg,170,190,180,20,10,19
Mushroom(Button),2021-03-19,KG,250,260,255,10,5,19
Asparagus,2021-03-19,Kg,700,800,750,100,50,19
Neuro,2021-03-19,Kg,80,90,85,10,5,19
Brocauli,2021-03-19,Kg,70,80,75,10,5,19
Sugarbeet,2021-03-19,Kg,70,80,75,10,5,19
Drumstick,2021-03-19,Kg,140,150,145,10,5,19
Bauhania flower,2021-03-19,Kg,120,150,135,30,15,19
Red Cabbbage,2021-03-19,Kg,100,120,110,20,10,19
Lettuce,2021-03-19,Kg,50,60,55,10,5,19
Knolkhol,2021-03-19,Kg,80,90,85,10,5,19
Celery,2021-03-19,Kg,100,110,105,10,5,19
Parseley,2021-03-19,Kg,140,150,145,10,5,19
Fennel Leaf,2021-03-19,Kg,70,80,75,10,5,19
Mint,2021-03-19,Kg,120,150,135,30,15,19
Turnip A,2021-03-19,Kg,70,80,75,10,5,19
Tamarind,2021-03-19,Kg,140,150,145,10,5,19
Bamboo Shoot,2021-03-19,Kg,70,80,75,10,5,19
Tofu,2021-03-19,Kg,70,80,75,10,5,19
Gundruk,2021-03-19,Kg,220,250,235,30,15,19
Apple(Jholey),2021-03-19,Kg,180,200,190,20,10,19
Apple(Fuji),2021-03-19,KG,250,260,255,10,5,19
Banana,2021-03-19,Doz,100,110,105,10,5,19
Lime,2021-03-19,Kg,210,220,215,10,5,19
Pomegranate,2021-03-19,Kg,190,200,195,10,5,19
Grapes(Green),2021-03-19,Kg,100,120,110,20,10,19
Grapes(Black),2021-03-19,Kg,200,220,210,20,10,19
Orange(Indian),2021-03-19,Kg,150,160,155,10,5,19
Water Melon(Green),2021-03-19,Kg,35,45,40,10,5,19
Sweet Orange,2021-03-19,Kg,180,200,190,20,10,19
Pineapple,2021-03-19,1 Pc,120,130,125,10,5,19
Cucumber(Local),2021-03-19,Kg,70,80,75,10,5,19
Cucumber(Hybrid),2021-03-19,KG,35,40,37,5,2,19
Jack Fruit,2021-03-19,Kg,80,90,85,10,5,19
Lemon,2021-03-19,Kg,50,60,55,10,5,19
Pear(Chinese),2021-03-19,Kg,250,260,255,10,5,19
Papaya(Nepali),2021-03-19,Kg,90,100,95,10,5,19
Mombin,2021-03-19,Kg,50,60,55,10,5,19
Sugarcane,2021-03-19,1 Pc,60,70,65,10,5,19
Kinnow,2021-03-19,Kg,100,110,105,10,5,19
Strawberry,2021-03-19,Kg,450,500,475,50,25,19
Kiwi,2021-03-19,Kg,300,350,325,50,25,19
Ginger,2021-03-19,Kg,75,90,82,15,7,19
Chilli Dry,2021-03-19,Kg,300,320,310,20,10,19
Chilli Green,2021-03-19,Kg,70,80,75,10,5,19
Chilli Green(Bullet),2021-03-19,KG,70,80,75,10,5,19
Chilli Green(Machhe),2021-03-19,KG,90,100,95,10,5,19
Capsicum,2021-03-19,Kg,90,100,95,10,5,19
Garlic Green,2021-03-19,Kg,70,80,75,10,5,19
Coriander Green,2021-03-19,Kg,40,50,45,10,5,19
Garlic Dry Chinese,2021-03-19,Kg,160,170,165,10,5,19
Garlic Dry Nepali,2021-03-19,Kg,120,140,130,20,10,19
Clive Green,2021-03-19,Kg,120,150,135,30,15,19
Fish Fresh(Rahu),2021-03-19,KG,270,280,275,10,5,19
Fish Fresh(Bachuwa),2021-03-19,KG,225,235,230,10,5,19
Fish Fresh(Chhadi),2021-03-19,KG,220,230,225,10,5,19
Fish Fresh(Mungari),2021-03-19,KG,240,250,245,10,5,19
Tomato Big(Indian),2021-03-20,Kg,40,50,45,10,5,20
Tomato Small(Local),2021-03-20,Kg,20,25,22,5,2,20
Tomato Small(Tunnel),2021-03-20,Kg,40,48,44,8,4,20
Tomato Small(Indian),2021-03-20,KG,30,40,35,10,5,20
Tomato Small(Terai),2021-03-20,KG,25,30,27,5,2,20
Potato Red,2021-03-20,Kg,24,28,26,4,2,20
Potato Red(Indian),2021-03-20,KG,24,28,26,4,2,20
Potato White,2021-03-20,Kg,20,21,20,1,0,20
Onion Dry (Indian),2021-03-20,Kg,38,42,40,4,2,20
Carrot(Local),2021-03-20,Kg,50,60,55,10,5,20
Carrot(Terai),2021-03-20,Kg,50,60,55,10,5,20
Cabbage(Local),2021-03-20,Kg,10,15,12,5,2,20
Cabbage(Terai),2021-03-20,Kg,10,15,12,5,2,20
Cabbage,2021-03-20,Kg,10,15,12,5,2,20
Cauli Local,2021-03-20,Kg,40,50,45,10,5,20
Cauli Local(Jyapu),2021-03-20,Kg,45,50,47,5,2,20
Cauli Terai,2021-03-20,Kg,30,40,35,10,5,20
Raddish Red,2021-03-20,Kg,60,70,65,10,5,20
Raddish White(Local),2021-03-20,Kg,40,50,45,10,5,20
Raddish White(Hybrid),2021-03-20,Kg,50,60,55,10,5,20
Brinjal Long,2021-03-20,Kg,40,50,45,10,5,20
Brinjal Round,2021-03-20,Kg,40,50,45,10,5,20
Cow pea(Long),2021-03-20,Kg,120,140,130,20,10,20
Green Peas,2021-03-20,Kg,70,80,75,10,5,20
French Bean(Local),2021-03-20,Kg,40,50,45,10,5,20
French Bean(Hybrid),2021-03-20,Kg,30,40,35,10,5,20
French Bean(Rajma),2021-03-20,Kg,60,70,65,10,5,20
Sword Bean,2021-03-20,Kg,80,90,85,10,5,20
Bitter Gourd,2021-03-20,Kg,110,120,115,10,5,20
Bottle Gourd,2021-03-20,Kg,40,50,45,10,5,20
Pointed Gourd(Local),2021-03-20,Kg,100,110,105,10,5,20
Smooth Gourd,2021-03-20,Kg,120,130,125,10,5,20
Pumpkin,2021-03-20,Kg,30,35,32,5,2,20
Squash(Long),2021-03-20,Kg,30,40,35,10,5,20
Squash(Round),2021-03-20,Kg,25,30,27,5,2,20
Turnip,2021-03-20,Kg,70,80,75,10,5,20
Okara,2021-03-20,Kg,90,100,95,10,5,20
Sweet Potato,2021-03-20,Kg,60,70,65,10,5,20
Barela,2021-03-20,Kg,40,50,45,10,5,20
Arum,2021-03-20,Kg,50,60,55,10,5,20
Christophine,2021-03-20,Kg,40,50,45,10,5,20
Brd Leaf Mustard,2021-03-20,Kg,80,90,85,10,5,20
Spinach Leaf,2021-03-20,Kg,80,90,85,10,5,20
Cress Leaf,2021-03-20,Kg,80,90,85,10,5,20
Mustard Leaf,2021-03-20,Kg,50,60,55,10,5,20
Fenugreek Leaf,2021-03-20,Kg,80,90,85,10,5,20
Onion Green,2021-03-20,Kg,50,60,55,10,5,20
Bakula,2021-03-20,Kg,40,50,45,10,5,20
Yam,2021-03-20,Kg,80,90,85,10,5,20
Mushroom(Kanya),2021-03-20,Kg,160,180,170,20,10,20
Mushroom(Button),2021-03-20,KG,250,280,265,30,15,20
Asparagus,2021-03-20,Kg,550,650,600,100,50,20
Neuro,2021-03-20,Kg,80,90,85,10,5,20
Brocauli,2021-03-20,Kg,70,80,75,10,5,20
Sugarbeet,2021-03-20,Kg,70,80,75,10,5,20
Drumstick,2021-03-20,Kg,140,150,145,10,5,20
Bauhania flower,2021-03-20,Kg,130,150,140,20,10,20
Red Cabbbage,2021-03-20,Kg,100,120,110,20,10,20
Lettuce,2021-03-20,Kg,50,60,55,10,5,20
Knolkhol,2021-03-20,Kg,80,90,85,10,5,20
Celery,2021-03-20,Kg,100,120,110,20,10,20
Parseley,2021-03-20,Kg,180,200,190,20,10,20
Fennel Leaf,2021-03-20,Kg,80,90,85,10,5,20
Mint,2021-03-20,Kg,100,120,110,20,10,20
Turnip A,2021-03-20,Kg,70,80,75,10,5,20
Tamarind,2021-03-20,Kg,140,150,145,10,5,20
Bamboo Shoot,2021-03-20,Kg,70,80,75,10,5,20
Tofu,2021-03-20,Kg,70,80,75,10,5,20
Gundruk,2021-03-20,Kg,220,250,235,30,15,20
Apple(Jholey),2021-03-20,Kg,180,200,190,20,10,20
Apple(Fuji),2021-03-20,KG,250,260,255,10,5,20
Banana,2021-03-20,Doz,100,110,105,10,5,20
Lime,2021-03-20,Kg,200,220,210,20,10,20
Pomegranate,2021-03-20,Kg,280,300,290,20,10,20
Grapes(Green),2021-03-20,Kg,100,120,110,20,10,20
Grapes(Black),2021-03-20,Kg,200,220,210,20,10,20
Orange(Indian),2021-03-20,Kg,150,160,155,10,5,20
Water Melon(Green),2021-03-20,Kg,35,45,40,10,5,20
Sweet Orange,2021-03-20,Kg,190,200,195,10,5,20
Pineapple,2021-03-20,1 Pc,130,140,135,10,5,20
Cucumber(Local),2021-03-20,Kg,60,70,65,10,5,20
Cucumber(Hybrid),2021-03-20,KG,30,40,35,10,5,20
Jack Fruit,2021-03-20,Kg,70,80,75,10,5,20
Lemon,2021-03-20,Kg,50,60,55,10,5,20
Pear(Chinese),2021-03-20,Kg,250,260,255,10,5,20
Papaya(Nepali),2021-03-20,Kg,50,60,55,10,5,20
Papaya(Indian),2021-03-20,Kg,80,90,85,10,5,20
Mombin,2021-03-20,Kg,50,60,55,10,5,20
Sugarcane,2021-03-20,1 Pc,70,80,75,10,5,20
Kinnow,2021-03-20,Kg,100,110,105,10,5,20
Strawberry,2021-03-20,Kg,450,500,475,50,25,20
Kiwi,2021-03-20,Kg,350,400,375,50,25,20
Ginger,2021-03-20,Kg,70,80,75,10,5,20
Chilli Dry,2021-03-20,Kg,300,320,310,20,10,20
Chilli Green,2021-03-20,Kg,80,90,85,10,5,20
Chilli Green(Bullet),2021-03-20,KG,70,80,75,10,5,20
Chilli Green(Machhe),2021-03-20,KG,90,100,95,10,5,20
Chilli Green(Akbare),2021-03-20,KG,380,400,390,20,10,20
Capsicum,2021-03-20,Kg,90,100,95,10,5,20
Garlic Green,2021-03-20,Kg,70,80,75,10,5,20
Coriander Green,2021-03-20,Kg,40,50,45,10,5,20
Garlic Dry Chinese,2021-03-20,Kg,155,165,160,10,5,20
Garlic Dry Nepali,2021-03-20,Kg,120,130,125,10,5,20
Clive Green,2021-03-20,Kg,150,180,165,30,15,20
Fish Fresh(Rahu),2021-03-20,KG,270,280,275,10,5,20
Fish Fresh(Bachuwa),2021-03-20,KG,225,235,230,10,5,20
Fish Fresh(Chhadi),2021-03-20,KG,220,230,225,10,5,20
Fish Fresh(Mungari),2021-03-20,KG,240,250,245,10,5,20
Tomato Big(Nepali),2021-03-21,Kg,40,50,45,10,5,21
Tomato Big(Indian),2021-03-21,Kg,40,50,45,10,5,21
Tomato Small(Local),2021-03-21,Kg,20,25,22,5,2,21
Tomato Small(Tunnel),2021-03-21,Kg,40,50,45,10,5,21
Tomato Small(Indian),2021-03-21,KG,35,40,37,5,2,21
Tomato Small(Terai),2021-03-21,KG,30,35,32,5,2,21
Potato Red,2021-03-21,Kg,25,30,27,5,2,21
Potato Red(Indian),2021-03-21,KG,25,28,26,3,1,21
Potato White,2021-03-21,Kg,20,22,21,2,1,21
Onion Dry (Indian),2021-03-21,Kg,35,38,36,3,1,21
Carrot(Local),2021-03-21,Kg,50,60,55,10,5,21
Carrot(Terai),2021-03-21,Kg,50,60,55,10,5,21
Cabbage(Local),2021-03-21,Kg,10,12,11,2,1,21
Cabbage(Terai),2021-03-21,Kg,8,10,9,2,1,21
Cabbage,2021-03-21,Kg,10,12,11,2,1,21
Cauli Local,2021-03-21,Kg,40,50,45,10,5,21
Cauli Local(Jyapu),2021-03-21,Kg,50,60,55,10,5,21
Cauli Terai,2021-03-21,Kg,30,35,32,5,2,21
Raddish Red,2021-03-21,Kg,60,70,65,10,5,21
Raddish White(Local),2021-03-21,Kg,40,45,42,5,2,21
Raddish White(Hybrid),2021-03-21,Kg,45,50,47,5,2,21
Brinjal Long,2021-03-21,Kg,35,40,37,5,2,21
Brinjal Round,2021-03-21,Kg,40,45,42,5,2,21
Cow pea(Long),2021-03-21,Kg,120,130,125,10,5,21
Green Peas,2021-03-21,Kg,70,80,75,10,5,21
French Bean(Local),2021-03-21,Kg,40,50,45,10,5,21
French Bean(Hybrid),2021-03-21,Kg,40,50,45,10,5,21
French Bean(Rajma),2021-03-21,Kg,60,70,65,10,5,21
Sword Bean,2021-03-21,Kg,70,80,75,10,5,21
Bitter Gourd,2021-03-21,Kg,100,110,105,10,5,21
Bottle Gourd,2021-03-21,Kg,40,50,45,10,5,21
Pointed Gourd(Local),2021-03-21,Kg,90,100,95,10,5,21
Smooth Gourd,2021-03-21,Kg,90,100,95,10,5,21
Pumpkin,2021-03-21,Kg,30,35,32,5,2,21
Squash(Long),2021-03-21,Kg,30,35,32,5,2,21
Squash(Round),2021-03-21,Kg,30,35,32,5,2,21
Turnip,2021-03-21,Kg,70,80,75,10,5,21
Okara,2021-03-21,Kg,90,100,95,10,5,21
Sweet Potato,2021-03-21,Kg,60,70,65,10,5,21
Barela,2021-03-21,Kg,40,50,45,10,5,21
Arum,2021-03-21,Kg,50,60,55,10,5,21
Christophine,2021-03-21,Kg,35,40,37,5,2,21
Brd Leaf Mustard,2021-03-21,Kg,70,80,75,10,5,21
Spinach Leaf,2021-03-21,Kg,70,80,75,10,5,21
Cress Leaf,2021-03-21,Kg,70,80,75,10,5,21
Mustard Leaf,2021-03-21,Kg,40,50,45,10,5,21
Fenugreek Leaf,2021-03-21,Kg,70,80,75,10,5,21
Onion Green,2021-03-21,Kg,40,50,45,10,5,21
Bakula,2021-03-21,Kg,40,50,45,10,5,21
Yam,2021-03-21,Kg,80,90,85,10,5,21
Mushroom(Kanya),2021-03-21,Kg,160,170,165,10,5,21
Mushroom(Button),2021-03-21,KG,260,270,265,10,5,21
Asparagus,2021-03-21,Kg,500,550,525,50,25,21
Neuro,2021-03-21,Kg,80,90,85,10,5,21
Brocauli,2021-03-21,Kg,50,60,55,10,5,21
Sugarbeet,2021-03-21,Kg,60,70,65,10,5,21
Drumstick,2021-03-21,Kg,140,150,145,10,5,21
Bauhania flower,2021-03-21,Kg,130,140,135,10,5,21
Red Cabbbage,2021-03-21,Kg,100,110,105,10,5,21
Lettuce,2021-03-21,Kg,50,60,55,10,5,21
Knolkhol,2021-03-21,Kg,80,90,85,10,5,21
Celery,2021-03-21,Kg,100,110,105,10,5,21
Parseley,2021-03-21,Kg,180,200,190,20,10,21
Fennel Leaf,2021-03-21,Kg,70,80,75,10,5,21
Mint,2021-03-21,Kg,100,120,110,20,10,21
Turnip A,2021-03-21,Kg,70,80,75,10,5,21
Tamarind,2021-03-21,Kg,140,150,145,10,5,21
Bamboo Shoot,2021-03-21,Kg,70,80,75,10,5,21
Tofu,2021-03-21,Kg,70,80,75,10,5,21
Gundruk,2021-03-21,Kg,220,230,225,10,5,21
Apple(Jholey),2021-03-21,Kg,180,200,190,20,10,21
Apple(Fuji),2021-03-21,KG,250,260,255,10,5,21
Banana,2021-03-21,Doz,100,110,105,10,5,21
Lime,2021-03-21,Kg,200,210,205,10,5,21
Pomegranate,2021-03-21,Kg,280,300,290,20,10,21
Grapes(Green),2021-03-21,Kg,100,110,105,10,5,21
Grapes(Black),2021-03-21,Kg,200,210,205,10,5,21
Orange(Indian),2021-03-21,Kg,140,150,145,10,5,21
Water Melon(Green),2021-03-21,Kg,35,40,37,5,2,21
Sweet Orange,2021-03-21,Kg,190,200,195,10,5,21
Pineapple,2021-03-21,1 Pc,130,140,135,10,5,21
Cucumber(Local),2021-03-21,Kg,60,70,65,10,5,21
Cucumber(Hybrid),2021-03-21,KG,30,40,35,10,5,21
Jack Fruit,2021-03-21,Kg,70,80,75,10,5,21
